Helianthus_agrestis1	17
Helianthus_agrestis2	17
Helianthus_angustifolius	17
Helianthus_annuus	17
Helianthus_anomalus1	17
Helianthus_anomalus2	17
Helianthus_argophyllus1	17
Helianthus_argophyllus2	17
Helianthus_argophyllus3	17
Helianthus_argophyllus4	17
Helianthus_arizonensis1	17
Helianthus_arizonensis2	17
Helianthus_arizonensis3	17
Helianthus_atrorubens1	17
Helianthus_atrorubens2	17
Helianthus_bolanderi	17
Helianthus_californicus	17
Helianthus_carnosus1	17
Helianthus_carnosus2	17
Helianthus_ciliaris1	34
Helianthus_ciliaris2	34
Helianthus_cusickii	17
Helianthus_debilis_subsp_cucumerifolius1	17
Helianthus_debilis_subsp_cucumerifolius2	17
Helianthus_subsp_tardiflorus	17
Helianthus_subsp_vestitus	17
Helianthus_decapetalus1	34
Helianthus_decapetalus2	34
Helianthus_decapetalus3	34
Helianthus_decapetalus4	34
Helianthus_deserticola1	17
Helianthus_deserticola2	17
Helianthus_divaricatus1	17
Helianthus_divaricatus2	17
Helianthus_divaricatus3	17
Helianthus_divaricatus4	17
Helianthus_eggertii1	34
Helianthus_eggertii2	34
Helianthus_eggertii3	34
Helianthus_eggertii4	34
Helianthus_floridanus	17
Helianthus_giganteus1	17
Helianthus_giganteus2	17
Helianthus_giganteus3	17
Helianthus_giganteus4	17
Helianthus_glaucophyllus1	17
Helianthus_glaucophyllus2	17
Helianthus_gracilentus	17
Helianthus_grosseserratus1	17
Helianthus_grosseserratus2	17
Helianthus_grosseserratus3	17
Helianthus_heterophyllus	17
Helianthus_hirsutus1	34
Helianthus_hirsutus2	34
Helianthus_laciniatus1	17
Helianthus_laciniatus2	17
Helianthus_laevigatus1	34
Helianthus_laevigatus2	34
Helianthus_longifolius	17
Helianthus_maximiliani1	17
Helianthus_maximiliani2	17
Helianthus_microcephalus1	17
Helianthus_microcephalus2	17
Helianthus_microcephalus3	17
Helianthus_mollis	15
Helianthus_nuttallii_subsp_nuttallii1	17
Helianthus_nuttallii_subsp_nuttallii2	17
Helianthus_niveus	17
Helianthus_occidentalis_subsp_occidentalis	17
Helianthus_occidentalis_subsp_plantagineus	17
Helianthus_paradoxus1	17
Helianthus_paradoxus2	17
Helianthus_paradoxus3	17
Helianthus_paradoxus4	17
Helianthus_pauciflorus1	51
Helianthus_pauciflorus2	51
Helianthus_pauciflorus3	51
Helianthus_petiolaris_subsp_petiolaris1	17
Helianthus_petiolaris_subsp_petiolaris2	17
Helianthus_porteri	17
Helianthus_pumilus	17
Helianthus_radula1	17
Helianthus_radula2	17
Helianthus_resinosus1	51
Helianthus_resinosus2	51
Helianthus_salicifolius1	17
Helianthus_salicifolius2	17
Helianthus_schweinitzii1	34
Helianthus_schweinitzii2	34
Helianthus_silphioides	17
Helianthus_simulans1	17
Helianthus_simulans2	17
Helianthus_strumosus1	34
Helianthus_strumosus2	34
Helianthus_tuberosus1	51
Helianthus_tuberosus2	51
Helianthus_tuberosus3	51
Helianthus_verticillatus1	17
Helianthus_verticillatus2	17
